"ID","Language_ID","Headword","Part_Of_Speech","Headword_Raw","Headword_Normalized","Homonym_Number","Classification_Family","Translation_Raw","Variants_JSON","Examples_JSON","Comment","Source","Publication_Status","Validation_Status","Transcription_Status"
"RD-001223","tar","Mabá","Imper","Mabá","maba","","Imper","¡Vamos!","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001224","tar","Mabú","Vi","Mabú","mabu","","Vi","Arrancarse brincando","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001225","tar","Macahui","S","Macahui","macahui","","S","Paloma","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001226","tar","Macarachi","S","Macarachi","macarachi","","S","Víbora chica con rayas blancas","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001227","tar","Macari","S","Macari","macari","","S","Cuarta (medida del dedo pulgar al meñique extendidos)","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001228","tar","Macó","Vt","Macó","maco","","Vt","Agarrar (entre las manos)","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001229","tar","Macoy","","Macoy","macoy","","Sin clasificar","Diez","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001230","tar","Macúsuhua","S","Macúsuhua","macusuhua","","S","Dedo","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001231","tar","Machá","S","Machá","macha","","S","Garrapata","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001232","tar","Machí","Vi","1Machí","machi","1","Vi","1. Saber, conocer 2. Hay luz 3. Verse bien","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001233","tar","Machí, machíami","Adv","2Machí, machíami","machi, machiami","2","Adv","Afuera","[""machíami""]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001234","tar","Machibú","Vt","Machibú","machibu","","Vt","Sacar","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001235","tar","Machiná","Adv","1Machiná","machina","1","Adv","Afuera","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001236","tar","Machiná","Adv","2Machiná","machina","2","Adv","Claramente","[]","[]","","SRC-02[54]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001237","tar","Machina","Vi","Machina","machina","","Vi","Salir","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001238","tar","Machira","Vt","Machira","machira","","Vt","Descubrir, mostrar","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001239","tar","Machiri","S","Machiri","machiri","","S","Alacrán","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001240","tar","Machíriami","Adj","Machíriami","machiriami","","Adj","Que puede ver","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001241","tar","Machírúami","Adj","Machírúami","machiruami","","Adj","Sabido","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001242","tar","Machisátiré","Vi","Machisátiré","machisatire","","Vi","Como deben saber","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001243","tar","Machisí","Imper pl","Machisí","machisi","","Imper","¡Que sepan!, ¡que conozcan!","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001244","tar","‘Machó","Vt","‘Machó","'macho","","Vt","Agarrar","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001245","tar","‘Mahuá","Vi","‘Mahuá","'mahua","","Vi","Ir corriendo","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001246","tar","Mahué","Vi","Mahué","mahue","","Vi","Voltear, revolver","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001247","tar","Mahuiyá","S","Mahuiyá","mahuiya","","S","León, puma","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001248","tar","Majá, majahuá","Vi","Majá, majahuá","maja, majahua","","Vi","Tener miedo","[""majahuá""]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001249","tar","Majáami","Adj","Majáami","majaami","","Adj","Cobarde, miedoso, temeroso","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001250","tar","Majahuihua","Vt","Majahuihua","majahuihua","","Vt","Temer","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001251","tar","Majajara, majajárata","Vt","Majajara, majajárata","majajara, majajarata","","Vt","Asustar, espantar","[""majajárata""]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001252","tar","Majajáratami","Adj","Majajáratami","majajaratami","","Adj","Atónito","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001253","tar","Majajó","Vt","Majajó","majajo","","Vt","Meter la mano","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001254","tar","Majajocha","Vt","Majajocha","majajocha","","Vt","Asustar","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001255","tar","Majárami","Adj","Majárami","majarami","","Adj","Nervioso","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001256","tar","Maleta","S esp","Maleta","maleta","","S","Estuche (para rifle)","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001257","tar","Maná","Vt","Maná","mana","","Vt","Poner un recipiente (p. ej.: una olla, una caja)","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001258","tar","Maní","Vi","Maní","mani","","Vi","Contener un líquido","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001259","tar","Maparí","Adv","Maparí","mapari","","Adv","Cuando","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001260","tar","Mapo’ná","Adv","Mapo’ná","mapo'na","","Adv","Donde","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001261","tar","Mapu","Conj","Mapu","mapu","","Conj","Para, que, el cual, quien","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001262","tar","Mapujiti","Conj","Mapujiti","mapujiti","","Conj","Conque, porque","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001263","tar","Mapurigá","Adv","Mapurigá","mapuriga","","Adv","Como, según","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001264","tar","Mapuyena","Adv","Mapuyena","mapuyena","","Adv","Mientras","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001265","tar","Mapuyénasí","Adv","Mapuyénasí","mapuyenasi","","Adv","1. Hasta que 2. Entre tanto, mientras","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001266","tar","Mapuyiri","Adj","Mapuyiri","mapuyiri","","Adj","Semejante (en forma)","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001267","tar","Mapuyíripi","Adj","Mapuyíripi","mapuyiripi","","Adj","Cualquiera","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001268","tar","Mará","S","Mará","mara","","S","Hija (habla del padre)","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001269","tar","Maracá","S","Maracá","maraca","","S","Paleta","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001270","tar","‘marachi","S","‘marachi","'marachi","","S","Gemelo","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001271","tar","Marachi","S","Marachi","marachi","","S","Sobaco","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001272","tar","Maré","Vi","Maré","mare","","Vi","Tener hija el padre","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001273","tar","Marí","S, adj","1Marí","mari","1","S","Cinco","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001274","tar","Marí","S","2Marí","mari","2","S","Padre (de la hija)","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001275","tar","Marichi","S","Marichi","marichi","","S","Cervato (venadito)","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001276","tar","Marisa","Adj","Marisa","marisa","","Adj","Quinto","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001277","tar","Marisa macoy","Adj","Marisa macoy","marisa macoy","","Adj","Cincuenta","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001278","tar","‘Masa","Vi sing","‘Masa","'masa","","Vi","Huir","[]","[]","","SRC-02[55]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001279","tar","Masábari","S","Masábari","masabari","","S","Abanico (que lleva el bailador matachín)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001280","tar","‘Másari","Vi pret","‘Másari","'masari","","Vi","Fugarse (el preso)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001281","tar","‘Masi","Vi","‘Masi","'masi","","Vi","Huir","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001282","tar","Masó","Vt esp","Masó","maso","","Vt","Amasar","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001283","tar","Matá","S esp","Matá","mata","","S","Metate","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001284","tar","Matagá","S","Matagá","mataga","","S","Palma (de la mano)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001285","tar","Maticó","S","Maticó","matico","","S","Pinabete (árbol)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001286","tar","Mató, matóchahua","S","Mató, matóchahua","mato, matochahua","","S","Hombro","[""matóchahua""]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001287","tar","Matora","Vt","Matora","matora","","Vt","Llevar (en hombros)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001288","tar","Matosá","S","Matosá","matosa","","S","Canas","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001289","tar","Mayé","Vi","1Mayé","maye","1","Vi","Creer que sí, pensar, opinar","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001290","tar","Mayé","Vi","2Mayé","maye","2","Vi","Tener celos","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001291","tar","’Me","S","1’Me","'me","1","S","Maguey","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001292","tar","’Me","Vt","2’Me","'me","2","Vt","Traer","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001293","tar","’Me","Adv","3’Me","'me","3","Adv","Tanto, mucho","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001294","tar","Me","Vt","1Me","me","1","Vt","Ganar sueldo","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001295","tar","Me","S","2Me","me","2","S","Mezcal","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001296","tar","‘Méchuri","S","‘Méchuri","'mechuri","","S","Cordero, borreguito","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001297","tar","Mema","Vi","Mema","mema","","Vi","Estr sentado (con las piernas extendidas o cruzadas)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001298","tar","Mera","Vt","Mera","mera","","Vt","Corretear los animales","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001299","tar","Meta","Vt","Meta","meta","","Vt","Arrear, llevar (animales)","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001300","tar","Mii","","Mii","mii","","Sin clasificar","1. adj Aquel, aquella 2. pron Tú, te","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001301","tar","Micá","Adv","Micá","mica","","Adv","Lejos","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001302","tar","Micabéana","","Micabéana","micabeana","","Sin clasificar","1. vi Alejarse, retirarse 2. adv Un lugar lejos","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001303","tar","Macabéanta","Vt","Macabéanta","macabeanta","","Vt","Alejar","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001304","tar","Micó","Vt","Micó","mico","","Vt","Hacer muescas, hacer hueco","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001305","tar","Micótami","Adj","Micótami","micotami","","Adj","Hecho con muescas","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
"RD-001306","tar","Michá","S","Michá","micha","","S","Luna, mes","[]","[]","","SRC-02[56]","Autorizada para difusión","Pendiente de validación lingüística","Transcrito"
